species,pc.known,pc.inferred,pc.region,ref
Butastur_indicus,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Geranospiza_caerulescens,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_plumbea,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_schistacea,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_princeps,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_melanops,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_kuhli,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_lacernulata,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_semiplumbea,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_albicollis,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_occidentalis,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Leucopternis_polionota,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteogallus_aequinoctialis,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteogallus_anthracinus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteogallus_subtilis,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteogallus_urubitinga,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteogallus_meridionalis,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Parabuteo_unicinctus,Cooperation,Cooperation,Neotropical,NA
Busarellus_nigricollis,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Geranoaetus_melanoleucus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Pavez EF (2001) Breeding biology of the black-chested eagle Geranoaetus melanoleucus (Aves: Accipitridae) in central Chile. Revista Chilena de Historia Natural  74: 687-697."
Harpyhaliaetus_solitarius,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Harpyhaliaetus_coronatus,Unknown,Cooperation,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Asturina_nitida,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_magnirostris,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_lineatus,Occasional,Pair,Nearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Kimball RT, Parker PG, Bednarz JC (2003) Occurrence and evolution of cooperative breeding among the diurnal raptors (Accipitridae and Falconidae). Auk  120: 717-729. || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_ridgwayi,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_platypterus,Pair,Pair,Nearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_leucorrhous,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_brachyurus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_albigula,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_swainsoni,Cooperation,Cooperation,Nearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || England AS, Bechard MJ, Houston CS (1997) Swainson's hawk.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-28. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Buteo_albicaudatus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_galapagoensis,Cooperation,Cooperation,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Faaborg J, Parker PG, DeLay L, de Vries T, Bednarz JC, Paz SM, Naranjo J, Waite TA (1995) Confirmation of cooperative polyandry in the Galapagos hawk (Buteo galapagoensis). Behavioral Ecology and Sociobiology  36: 83-90. || DeLay LS, Faaborg J, Naranjo J, Paz SM, de Vries T, Parker PG (1996) Paternal care in the cooperatively polyandrous Galapagos hawk. Condor  98: 300-311."
Buteo_polyosoma,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_poecilochrous,Cooperation,Cooperation,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Kimball RT, Parker PG, Bednarz JC (2003) Occurrence and evolution of cooperative breeding among the diurnal raptors (Accipitridae and Falconidae). Auk  120: 717-729. || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_albonotatus,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_solitarius,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_jamaicensis,Occasional,Pair,Nearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_ventralis,Unknown,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_buteo,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_oreophilus,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Buteo_brachypterus,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_rufinus,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_hemilasius,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_regalis,Occasional,Pair,Nearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Kimball RT, Parker PG, Bednarz JC (2003) Occurrence and evolution of cooperative breeding among the diurnal raptors (Accipitridae and Falconidae). Auk  120: 717-729. || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_lagopus,Pair,Pair,Holarctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_auguralis,Pair,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
Buteo_augur,Occasional,Pair,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Kimball RT, Parker PG, Bednarz JC (2003) Occurrence and evolution of cooperative breeding among the diurnal raptors (Accipitridae and Falconidae). Auk  120: 717-729. || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Buteo_rufofuscus,Cooperation,Cooperation,Africa,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London. || Allan D (2000) Jackal buzzards crowded house. Africa Birds & Birding  5: 64-69."
Morphnus_guianensis,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Harpia_harpyja,Pair,Pair,Neotropical,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Harpyopsis_novaeguineae,Unknown,Pair,Australia,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Pithecophaga_jefferyi,Pair,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Ictinaetus_malayensis,Pair,Pair,Indomalayan,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_pomarina,Occasional,Pair,Widespread,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_clanga,Pair,Pair,Palearctic,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona."
Aquila_rapax,Pair,Pair,Widespread,"Ferguson-Lees J,  Christie DA (2001) Raptors of the world. Christopher Helm: London.  || Thiollay JM, White CM, Bierregard RO, Orta J, Meyburg BU, Kemp AC, Clark WS, Debus SJS (1994) Family Accipitridae (Hawks and Eagles).  in Handbook of the birds of the world. Vol. 2. New world vultures to guineafowl. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 52-205. Lynx edicions: Barcelona. || Brown LH (1982) Accipitridae, Osprey, cuckoo falcons, honey buzzards, kites, fish eagles, Old World vultures, snake eagles, harroers, hawks, buzzards and eagles.  in Birds of Africa Volume 1. (ed. Brown LH, Urban EK,  Newman K)  p. 294-436. Academic Press: London."
